article_id,condition,prompt_id,run,source,title,school_type,state,bias_score,justification,hallucinate,input_tokens,output_tokens
2020-0916038,,,,bipartisanreport,Obama Shows Trump How To Lead During Thanksgiving Message To America,,,3,"Moderate bias shown through selective framing that favors Obama and Biden while dismissing Trump ('bad-cop role,' 'bitter war'), coupled with incomplete/garbled text (copyright symbols obscuring content), vague characterizations ('class act,' 'such a class act'), and lack of counterarguments or opposing perspectives on the Thanksgiving message.",False,1363,107
2020-0911360,,,,bearingarms,Gun Rights Advocates Fight To Carry In Norfolk Courthouse,,,4,"Strong bias with overt advocacy for gun rights, charged language ('colossally stupid,' 'criminal empowerment zones,' 'bad guys'), selective framing that presents only pro-gun arguments while dismissing gun restrictions without substantive counterarguments, and misleading characterizations of gun-free zones.",False,1509,98
2017-0038134,,,,addictinginfo,Top Intel Dem Rips Trump For Kissing Putin's A**s: 'No Art To This Deal' (TWEETS),,,4,"Strong bias with charged language ('man baby,' 'Russian stooge,' 'too stupid,' 'wannabe reality show'), overt advocacy against Trump, selective presentation of Schiff's tweets without counterargument, and editorializing throughout (e.g., 'brilliant response,' speculation about takedown).",False,1470,101
2021-0782605,,,,crooksandliars,"Under Oath, Rudy Can't Remember Where He Read Election Was Stolen",,,3,"Moderate bias shown through selective framing and charged language ('Boy, do tunes change when they're sung under oath,' 'guilty lawyers often use,' repeated emphasis on Rudy's admissions) that portrays Giuliani negatively while omitting context about the legal strategy or his perspective; the article emphasizes contradictions without presenting counterarguments.",False,1383,108
2022-0078913,,,,activistpost,"Parents, Students are Taking Universities to Court over COVID Vaccine Mandates",,,2,Subtle bias shown through selective framing and emphasis: the article presents plaintiff perspectives and legal arguments in detail while university responses are minimal and relegated to brief quotes; word choices like 'alleged violation' and 'discriminatory policies' frame the lawsuits sympathetically; the narrative emphasizes student hardships without balancing discussion of public health rationales for mandates.,False,1662,109
2020-0099461,,,,breitbart,Mike Pence Responds to Mike Bloomberg: 'So God Made a Farmer',,,2,"The article contains subtle bias through selective framing: it presents Bloomberg's comments as dismissive of farming while Pence's response (via the Paul Harvey speech) is portrayed sympathetically without noting that the speech is sentimental rhetoric rather than substantive rebuttal, and the article omits context about Bloomberg's broader statements or any counterargument to Pence's response.",False,1764,112
2022-0712059,,,,alternet,Peace activists are hitting the streets across the United States,,,3,Moderate bias shown through selective framing that emphasizes antiwar activist perspectives while omitting counterarguments from those supporting military aid; the article presents activist concerns prominently but doesn't adequately represent arguments from those who support continued weapons funding or Ukraine's perspective on its own defense needs.,False,1662,92
2019-0465086,,,,renegadetribune,Former Starbucks Regional Manager Suing Company for Anti-White Discrimination,,,4,"Strong bias with overt advocacy and inflammatory language; uses racist stereotypes ('black people time,' 'sassy soul sister'), misrepresents facts selectively, and includes dehumanizing commentary comparing management to slavery while advocating for racial discrimination.",False,1440,86
2022-0162901,,,,noqreport,Why a GOP Senator's Bill to Stop Oil Imports from Russia Will Never Fly,,,4,"Strong bias evident through charged language ('stolen 2020 election,' 'Biden-Harris regime,' 'woke energy policies'), inflammatory framing that dismisses opposing policy positions without substantive counterargument, and selective presentation of facts to support a predetermined narrative that Biden administration policies are inherently destructive.",False,1651,98
2019-0460893,,,,thepoliticalinsider,Susan Rice Whines: Trump Didn't Have 'Common Courtesy' to Inform Obama of Al-Baghdadi Raid,,,4,"Strong bias shown through charged language ('whines', 'whined'), selective framing that favors Trump's position while dismissing Rice's concerns, cherry-picked facts about the Bin Laden raid to undermine her credibility, and omission of full context regarding notification protocols and congressional oversight requirements.",False,1689,97
2019-0202372,,,,redstate,"AP Reports Beto Addressed Rally in His ""Native Spanish,"" Ted Cruz Responds",,,4,"Strong bias through editorializing (characterizing O'Rourke as running 'out of boredom'), dismissive framing ('apparently feels the need to exaggerate'), and sarcastic language ('native Spanish' in quotes) that undermines the subject while omitting substantive counterarguments or context.",False,1261,101
2018-0269895,,,,redstate,Any Comparison Between Roy Moore and Brett Kavanaugh Is Utterly Absurd,,,4,"Strong bias through selective fact presentation, charged language ('poisoned partisans'), dismissive framing of allegations ('little actual detail', 'paper-thin'), and editorial advocacy that minimizes Kavanaugh's accuser while emphasizing character witnesses and absence of corroboration.",False,1655,92
2021-0857815,,,,infowars,"Billionaires LinkedIn founder Reid Hoffman and George Soros team up for new Democrat-focused news outlet that combats ""misinformation""",,,4,"Strong bias through charged language ('banding together to bankroll,' 'dramatic language'), selective framing presenting liberal billionaires negatively, cherry-picked facts about Democratic connections while omitting context, and dismissive characterizations (e.g., 'passes itself off as a news group'). The article advocates against the initiative rather than objectively reporting it.",False,1699,109
2022-0868751,,,,naturalnews,"US sees rapid growth in number of preppers, around 15 million Americans now actively prepping",,,3,"Moderate bias shown through selective framing (e.g., 'whose job is to keep people's eyes closed' regarding mainstream media, characterizing preppers as previously ridiculed subjects now vindicated), unverified statistics (2-3% to 10% prepping rate lacks source attribution), and emphasis on prepping as inevitable necessity without substantive counterarguments or critical analysis.",False,1723,115
2019-0000079,,,,frontpagemagazine,Washington Post Falsely Denies Existence of Wall Around Obama Home,,,4,"Strong bias with overt advocacy, charged language ('dishonesty,' 'tabloid,' 'spread its lies'), and selective framing that assumes Trump's assertion is correct while dismissing Post reporting as intentional falsehood; omits Post's actual fact-check explanation and mischaracterizes the fence/wall distinction as semantic evasion rather than substantive reporting.",False,1337,112
2021-0780640,,,,sgtreport,26 of 27 Scientists Who Published Paper Calling COVID Lab Leak Theory a 'Conspiracy' Have Ties to Wuhan Lab,,,3,"Moderate bias with selective framing and omissions: the article emphasizes conflicts of interest while omitting that scientific consensus later shifted, uses charged language like 'PR attempt' and 'stymying,' and presents the lab leak theory as vindicated without acknowledging ongoing scientific debate; multiple copyright blocks obscure details making full verification difficult.",False,1746,104
2019-0471806,,,,globalresearch,From Canada's Election to Public Action: Beyond the Moral Tumor of Alberta Tar-Sands,,,4,"Strong bias with overt advocacy, charged language ('moral tumor,' 'media-scrubbed,' 'wrecking balls'), selective omission of counterarguments, conspiracy-like framing of oil lobby influence without substantiation, and mischaracterization of political opponents as 'essentially US Republicans North.'",False,1619,100
2022-0697591,,,,globalresearch,All Eyes on Gov. Newsom as California Looks to Pass Nation's First Law to Punish Doctors for COVID 'Misinformation',,,3,"Moderate bias: The article uses charged language ('horrifying,' 'rogue' medical boards, 'dangerous propagators' in quotes), selectively emphasizes opposition voices without substantive counterarguments from supporters of the bill, and frames the legislation as an attempt to 'criminalize free speech' and 'legislate around the First Amendment' rather than presenting the public health rationale for the bill.",False,1718,119
2019-0039921,,,,renegadetribune,Bach - Anna Magdalena,,,0,"The article provides factual, well-documented information about Anna Magdalena Bach with specific dates, work references (BWV numbers), locations, and historical details presented objectively without editorial bias or inflammatory language.",False,1719,76
2020-0481847,,,,thoughtcrimeradio,"CHD Responds to MSM Accusation of Spreading ""Misinformation"" on Facebook",,,4,"Strong bias with selective presentation and charged language: the article dismisses peer-reviewed research as 'baseless' and 'lazy,' uses loaded framing ('inconveniently truthful'), omits the study's actual findings, and presents unverified claims about vaccine safety and efficacy while attacking the credibility of government-funded researchers.",False,1634,105
2020-0369641,,,,investmentwatchblog,"This is a fascinating read, and Communist China's similar propaganda effort on the Wuhan Virus just goes to show that commies never change.",,,3,"Moderate bias: The headline uses inflammatory language ('commies,' 'Communist China') and makes a partisan comparison without presenting counterarguments; the framing suggests a conspiratorial equivalence between historical KGB disinformation and contemporary claims about COVID-19 origins without nuanced analysis or acknowledgment of legitimate scientific investigation.",False,1275,101
2020-0292618,,,,palmerreport,MSNBC is imploding in real time,,,4,"Strong bias with overt advocacy, charged language ('imploding,' 'flunked,' 'phony scandal' repeated), selective framing that dismisses opposing views, and unsubstantiated claims about MSNBC hosts' motives and audience reactions presented as fact without evidence.",False,1686,95
2021-0978525,,,,palmerreport,"The January 6th Committee's approach has paid off, and it's struck paydirt",,,4,"Strong bias with overt advocacy, charged language ('Trump regime,' 'concocted doomsday nonsense,' 'stupid'), dismissive framing of critics, and selective presentation of facts to support one political perspective while attacking opposing viewpoints as irrelevant or foolish.",False,1686,93
2021-0127387,,,,bigleaguepolitics,"MURDEROUS: Lincoln Project Dip Steve Schmidt Demands ""Q"" Shaman be Shot",,,4,"Strong bias demonstrated through inflammatory language ('dip,' 'murderous,' 'lust for blood,' 'NPC audience'), selective quoting of Schmidt's remarks, characterization of Capitol breach as merely 'walking around,' dismissal of serious charges, and one-sided framing that omits context about the January 6 incident and presents unsupported claims about Schmidt's motivations.",False,1549,117
2020-0782294,,,,pjmedia,"ALL LEFTISM DEVOLVES TO NOSTALGIE DE LA BOUE. IN THE END, INSIDE THE LEFT, IS AN INCHOATE TODDLER SC...",,,4,"Strong bias with overt advocacy, charged inflammatory language ('inchoate toddler,' 'sneering'), sweeping dismissive generalizations about 'the left,' and absence of factual reporting or opposing perspectives; appears to be opinion/editorial rather than news.",False,1167,89
2018-0374207,,,,redstate,Faith Leaders Plan Gathering to Bless Ohio Abortion Clinic,,,4,"Strong bias with charged language ('sleight of hand,' 'gleefully note,' excessive question marks), rhetorical questions designed to delegitimize the subject, selective framing that dismisses opposing views, and heavy editorial voice throughout; the article presents abortion clinic blessings as inherently contradictory without balanced representation of faith leaders' actual reasoning.",False,1702,107
2020-0891774,,,,palmerreport,Lindsey Graham just confessed,,,4,"Strong bias with charged language ('felony election tampering,' 'confessed,' 'bizarre,' 'cash-grab'), selective framing that assumes guilt without legal determination, omits Graham's explanations or defenses, and uses inflammatory phrasing like 'could go to prison' presented as near-certainty rather than speculation.",False,1444,105
2019-0274207,,,,frontpagemagazine,VA Lt. Gov Accused of Rape by 2 Women Wants to Run for Governor,,,4,"Strong bias with overt advocacy and misleading framing: uses charged language ('shrugged it off,' 'nightmare,' 'destroyed'), presents speculation as fact ('Maybe buy off Fairfax'), dismisses allegations through partisan framing, and selectively omits context about the accusations and their outcomes to support a narrative critical of Democrats.",False,1615,105
2022-0146222,,,,petapeoplefortheethicaltreatmentofanimals,Teacher's Guest Kills Rabbits Before Dissecting the Animals at a Canadian Elementary School,,,4,"Strong bias through charged language ('gruesome event,' 'cruel display of violence,' 'defenseless rabbits'), selective framing that emphasizes animal suffering while omitting the educational context or school's response details, and advocacy for a specific agenda (animal-free dissection) presented as moral imperative rather than balanced educational discussion.",False,1391,102
2022-0800881,,,,alternet,"'In the name of Jesus': Pro-Donald Trump QAnon rally prays for refuge from 'deep state, RINO trash'",,,2,"Subtle bias through selective framing and charged language ('cultish call-and-response prayer,' 'bellowed') that negatively characterizes the event and attendees, though factual claims about attendees and the event itself appear verifiable.",False,1385,85
2022-0887785,,,,breitbart,Anthony Fauci Urges Americans to Get COVID Tests Before Thanksgiving: 'Everybody Should Be Vaccinated',,,4,"Strong bias through charged language ('Chinese coronavirus'), selective fact presentation (Biden quotes presented without context to suggest dishonesty), misleading framing (vaccines' purpose conflated with transmission prevention), and omission of scientific consensus on vaccine efficacy in reducing severe illness and death.",False,1656,89
2019-0516563,,,,politicususa,Adam Schiff Busts Trump In Months Long Effort To Get Foreign Election Interference,,,4,"Strong bias through charged language ('busts,' 'destroy democracy'), selective emphasis on one perspective, and framing that presents allegations as proven fact rather than contested claims, while omitting counterarguments or defense perspectives.",False,1462,78
2021-0184271,,,,newsbusters,"'Bachelor' Host GROVELS to the Mob, Admits To Taking Racial Sensitivity Training",,,4,"Strong bias with overt advocacy and charged language: 'grovels,' 'cultural inquisitors,' 'media overlords,' 'weak-willed groveling, cancel culture prisoner' frame Harrison's apology as coerced weakness rather than genuine reflection; selective framing presents Harrison's initial defense sympathetically while dismissing criticism; uses scare quotes around 'cancel culture' and 'grace' to undermine their legitimacy; omits substantive counterarguments about why his original comments were problematic.",False,1718,145
2018-0139789,,,,russiainsider,Russia Has Dumped Its Entire US Bonds Portfolio 100 Billion in Two Months,,,3,"Moderate bias shown through selective emphasis on Russia's Treasury sales as the primary driver of yield increases, speculative causation claims ('likely responsible for much if not all the blow out in rates'), and inflammatory framing ('Vladimir Putin who liquidated') while omitting alternative explanations or counterarguments about Treasury yield movements.",False,1746,99
2022-0365223,,,,wnd,"Sen. Elizabeth Warren flunks math, U.S. history",,,4,"Strong bias through selective framing, charged language ('flunks,' 'mob rule,' 'extremists'), and one-sided presentation that dismisses Warren's position without fair counterargument while editorializing about constitutional principles in a way that supports the author's preferred interpretation.",False,1697,92
2020-0156347,,,,shareblue,Pence attempts damage control after Trump's address but makes things worse,,,3,"The article demonstrates moderate bias through selective framing and omission of context: it characterizes Pence's statements as 'struggling' and 'making things worse' based on disputed interpretations of testing data, presents the travel restriction clarifications as evidence of Trump's errors without acknowledging legitimate policy complexity, and uses loaded language ('error-riddled') while omitting Pence's complete responses due to copyright issues that obscure the full context of his statements.",False,1651,130
2021-0968950,,,,prepareforchange,"Healing Group Public Offering - Transformational Emotional Healing Workshop - Saturday Dec. 11, 2021 8am PST/10am CMT/11am EST",,,1,"Nearly neutral promotional content for a workshop with minimal bias; uses some aspirational language ('magnificent creative beings,' 'divine love') typical of wellness marketing, but presents factual information about the event, speaker credentials, and logistics without overt editorial stance or misleading framing.",False,1717,90
2019-0549846,,,,politicususa,Ted Cruz Loses It And Starts Screaming About Spies In The Trump Campaign During Hearing,,,4,"Strong bias with charged language ('screaming,' 'lies,' 'embarrassment to the nation'), one-sided framing that dismisses Cruz's claims without balanced presentation, and editorial commentary ('It is all a performance for an audience of one') that advocates against Cruz rather than reporting neutrally on the hearing.",False,1415,98
2022-0738685,,,,globalresearch,"""End War in Ukraine"" Say 66 Nations at UN General Assembly",,,3,Moderate bias: selective reporting emphasizing only statements calling for negotiation while dismissing or minimizing condemnation of Russia's invasion; framing suggests US/UK actively undermined peace without presenting their stated rationales; cherry-picked quotes from 66 nations without context of their actual positions or whether they also condemned the invasion.,False,1646,102
2018-0426859,,,,thedcclothesline,Dallas Morning News Latinos Could Turn Texas Blue in 2020 If Enthusiasm Holds,,,3,"Moderate bias shown through selective framing emphasizing Latino voter impact on Democratic gains while using loaded language like 'mass immigration' and 'blue wave,' combined with omission of Republican perspective on these election results.",False,1334,78
2020-1008308,,,,shtfplan,The Propaganda Is Non-Stop For The Beast System: No Travel Without The Vaccine,,,4,"Strong bias with overt advocacy and inflammatory language ('beast system,' 'tyrannical,' 'propaganda,' 'control over every single human'), selective use of facts, charged framing that presents vaccine passports as dystopian conspiracy rather than public health measure, and omission of counterarguments or balanced perspective on vaccination benefits.",False,1502,103
2020-0663487,,,,vdare,NEW YORK TIMES Lashes Out At Little KENOSHA NEWS For Not Spinning The Peaceful Protests Hard Enough,,,3,"Moderate bias with selective framing: the article uses inflammatory language ('Lashes Out'), cherry-picks the most provocative quote from the rally as the headline focus, and frames the New York Times criticism negatively while presenting the Kenosha News's editorial choices as reasonable without substantive counterargument or context about journalistic ethics on both sides.",False,1317,107
2021-0543954,,,,thelibertybeacon,Richard Madeley Asks UK Govt Advisor Susan Michie About Her Longstanding Communist Beliefs,,,4,"Strong bias evident through loaded framing ('testily refused,' 'wriggle off the hook'), selective presentation of the exchange favoring Madeley's line of questioning, characterization of legitimate journalistic scrutiny as praiseworthy while dismissing criticism as unfair, and editorial commentary ('good on him') that advocates for one perspective over another.",False,1711,107
2021-0257111,,,,thebl,Police reform package: no more qualified immunity for NYC officers,,,2,"Subtle bias shown through selective framing and emphasis: the article presents supporters' perspectives (de Blasio, Levin, advocates) more prominently and sympathetically while dismissing skeptical views briefly (Holden's concern is minimized as 'skeptics argue'), and the language 'culture of corruption' is attributed without full context.",False,1604,107
2019-0205151,,,,mediamattersforamerica,"Fox's Mollie Hemingway on closing the southern border: ""Sometimes you want to have a little bit of hurt so that people are incentivized to do something""",,,3,"Moderate bias shown through selective framing: the article presents Hemingway's advocacy position prominently while dismissing media focus on economic impacts as 'unserious,' and frames border security concerns as obviously more important without substantive counterargument, while omitting perspectives that weigh economic and humanitarian costs differently.",False,1724,99
2020-0255681,,,,newsbusters,Report Alleges 154 Universities Use Secret Facebook 'Blacklist' to Censor,,,2,"Subtle bias through selective emphasis on alleged censorship by universities and framing that prioritizes free speech concerns while minimizing context about platform moderation policies; specific examples (Harambe, Silent Sam) are presented without sufficient explanation of their relevance or university justifications.",False,1649,90
2022-0407520,,,,lewrockwell,Police State in Slo-Mo,,,4,"Strong bias with charged language ('police state,' 'tyranny,' 'subjugated'), selective use of statistics without context, inflammatory framing comparing US to Nazi Germany and Soviet Union, and absence of counterarguments or alternative perspectives on security measures.",False,1677,86
2018-0379817,,,,dailystormer,Demented Mongrel Attacks Two Florida High School Students with Tree Branch,,,4,"Strong bias with charged, dehumanizing language in the headline ('Demented Mongrel') and opening paragraph that makes sweeping racial generalizations ('what Americans will look like in 2050'), combined with editorializing rather than neutral reporting of the assault.",False,1308,89
2020-0321541,,,,crooksandliars,"In The Name Of Unity, Tucker Carlson Launches Racial Attacks On Joy Reid And Don Lemon",,,4,"Strong bias with charged language ('malice,' 'smears,' 'race baiting,' 'baselessly accused'), selective presentation of quotes favoring Reid and Lemon while dismissing Carlson's arguments, and editorial framing that assumes bad faith motives without balanced counterargument.",False,1704,96
2018-0242965,,,,veteranstoday,Putin to Discuss Possible Idlib Provocation During Tehran Summit,,,2,"Article presents Russian government claims about chemical weapon provocations as news without independent verification or counterargument, relies heavily on unverified allegations from Russian officials, and lacks balanced perspective from Western or Syrian government sources.",False,1323,76
2021-0754697,,,,summitnews,"Conservative French Presidential Candidate Warns of ""Civil War""",,,4,"Strong bias with charged language ('radicalized ghettos,' 'hordes'), selective framing that emphasizes only concerns without substantive counterarguments, misleading characterization of immigration issues, and heavy editorializing that presents one political perspective as fact while omitting context or opposing views.",False,1650,95
2022-0331765,,,,thepoliticalinsider,Unleashed Elon Musk Crushes 'Lovely People' At MSNBC After Host Claims Republicans Are 'Pro-Neo Nazi',,,4,"Strong bias with overt advocacy, charged language ('ridiculous commentary,' 'faux-outrage diatribe,' 'terrifies the media'), selective fact presentation, dismissive framing of opposing views, and cherry-picked quotes to support a pro-Musk narrative while portraying MSNBC and the left as corrupt and dishonest.",False,1810,109
2019-0177622,,,,crooksandliars,No One Believes Trump Wants To Make Mueller Report Public,,,4,"Strong bias with overt advocacy, charged language ('rant,' 'butchering'), dismissive framing of Trump's statements, loaded rhetoric ('sex mistresses'), and speculative conclusions presented as fact; multiple copyright redactions suggest corrupted source material affecting reliability.",False,1692,89
2020-0725641,,,,dailykos,"Like an Abused Woman, America Now Needs a Clear Exit Strategy  -  Away from Donald Trump",,,4,"Strong bias with overt advocacy using charged metaphorical language ('rabid dogfight,' 'abused woman,' 'severely traumatized'), selective framing that portrays Trump entirely negatively while omitting counterarguments, and cherry-picked historical anecdotes presented without balanced context.",False,1707,96
2021-0075281,,,,activistpost,Two Years to Stop the Spread: Some Countries will Close Borders until at least 2022,,,4,"Strong bias through charged language ('self-destructive self-siege,' 'brutal lockdowns,' 'police states,' 'draconian policies'), selective presentation of facts omitting public health rationales, inflammatory framing of public health measures as oppressive, and mischaracterization of quarantine facilities as 'military-guarded camps' without evidence.",False,1699,109
2021-0358030,,,,nationalfile,"VIDEO: Biden Tells 'Abolish ICE' Hecklers 'I'm Working On It Man, Give Me Another Five Days'",,,4,"Strong bias with charged language ('begged', 'visibly flustered', 'angry mob'), selective framing that portrays Biden negatively, misleading characterization of constitutional law claims as 'false' and 'completely false' without balanced legal analysis, and editorial commentary ('poorly-rated') mixed with news reporting.",False,1587,103
2021-0441501,,,,thestream,"The Morning Brew for Tuesday, June 1, 2021",,,4,"Strong bias demonstrated through selective reporting, inflammatory framing ('ominous,' 'alarm,' 'abandoned'), and editorializing rhetorical questions designed to promote election fraud conspiracy theories while omitting verifiable context or official explanations.",False,1736,83
2021-0184088,,,,lifesitenews,Catholic group in France sued for publishing Church teaching on homosexual civil unions,,,2,"The article presents the lawsuit factually but frames the Church teaching sympathetically by emphasizing it originated from official Vatican doctrine (2003 Congregation for the Doctrine of the Faith note), while the opposing perspective (Stop Homophobie's concern about discrimination) receives minimal explanation or context.",False,1710,94
2022-0369834,,,,politicususa,Musk Wants Out of Twitter Deal but His Recklessness Will Cost More than a Billion Dollars,,,3,"Moderate bias shown through selective framing (characterizing Musk's actions as reckless 'impulse buy' from a 'teen'), dismissive language ('bit much to swallow'), and emphasis on Musk's culpability while omitting substantive counterarguments about legitimate due diligence concerns regarding bot account disclosures.",False,1735,108
2020-0814928,,,,investmentwatchblog,How Long Can the Fed Keep This Time Bomb from Exploding?,,,3,"Moderate bias with selective framing and charged language ('time bomb,' 'handicapped themselves,' 'limiting ability') that favors a critical interpretation of Fed policy; omits counterarguments about stabilization benefits; contains multiple copyright-redacted passages that obscure content and prevent full verification.",False,1689,95
2022-0193283,,,,djhj,"AJ Foyt Racing, Indy Legends: 'We Have The Right Grittiness, We Are Going To Punch Above Our Weight,"" JR Hildebrand Said",,,2,"The article shows subtle bias through selective framing and emphasis on AJ Foyt Racing's underdog status ('punch above their weight,' 'grittiness') while omitting substantive counterarguments or critical analysis; additionally, the text is poorly edited with numerous copyright symbols, incomplete sentences, and apparent transcription errors that undermine credibility, though the core facts about Hildebrand and Calderón appear verifiable.",False,1806,124
2020-1003319,,,,activistpost,What Is the Great Reset? Part I: Reduced Expectations and Bio-techno-feudalism,,,3,"Moderate bias evident in framing and selective emphasis: the article presents speculative interpretations of Schwab's work as established fact, uses loaded language like 'pretext' and 'bio-techno-feudalism,' omits counterarguments or context about WEF's actual stated intentions, and frames policies (UBI, digital currency) in conspiratorial terms without balanced analysis of legitimate debates around these topics.",False,1680,123
2020-0395089,,,,breitbart,Iowa GOP Chair: Republicans Surging Ahead of 2020 Elections,,,1,"Nearly neutral reporting of GOP chairman's statements with minimal editorial framing; quotes are presented directly and factual claims about races, voter registration numbers, and congressional districts are verifiable, though the article reflects the optimistic perspective of one political party without substantial counterbalance from Democratic sources.",False,1656,91
2017-0094006,,,,therightscoop,"""We Don't Leave our Troops Behind!"" - Mattis talks to reporters about Niger attack - [VIDEO]",,,1,"Article is nearly neutral, reporting on Mattis's statements about a Niger attack with minimal editorial framing; however, extensive copyright redactions make full assessment difficult, and the phrase 'annoyed at the media' introduces slight subjective characterization rather than purely factual reporting.",False,1262,91
2019-0515864,,,,crooksandliars,These Swing District Voters Find Affordable Healthcare The Top Concern,,,2,"Subtle bias through selective framing: the article emphasizes healthcare affordability concerns and features Democratic-leaning commentary from Charlie Sykes, while Republican counterarguments are mentioned only hypothetically ('Republicans will flip the script') rather than presented substantively, creating an imbalanced portrayal of perspectives.",False,1628,96
2021-1023201,,,,nationalfile,"VIDEO: Kamala Harris Says Her Biggest Failure Is 'To Not Get Out Of D.C. More,' Starts Laughing Nervously",,,4,"Strong bias evident through selective editing of quotes, inflammatory language ('forced laugh,' 'guffaw,' 'nervous fiddling'), and cherry-picked anecdotes presented without context to portray Harris as incompetent and out-of-touch, while omitting her actual policy explanations.",False,1606,96
2018-0027564,,,,politicususa,Stormy Daniels Attorney Tells Trump Hell Be His Worst Nightmare If He Threatens His Client,,,3,Moderate bias shown through selective framing that emphasizes Avenatti's aggressive posture while presenting Trump's legal team negatively; phrases like 'clearly not playing games' and 'politically deadly for the White House' reflect editorial stance; limited presentation of Trump's perspective.,False,1563,92
2020-0607139,,,,palmerreport,Here's what I learned today,,,4,"Strong bias with overt advocacy, charged language ('curious,' 'freefall,' sarcastic comparisons), selective cherry-picking of trivial observations to favor Biden while using dehumanizing framing for Trump ('wheeled into the debate on a gurney'), and intentional omission of substantive counterarguments.",False,1292,102
2020-0871059,,,,djhj,ODD: Biden talks to World Leaders when there is no Transition Team in Place Until After Results are Certified,,,4,"Strong bias with selective framing: the article presents a one-sided argument comparing Biden's actions unfavorably to Flynn's Logan Act controversy, uses charged language like 'determined with the support of the American media' and 'move with impunity,' cherry-picks a quote from an USAID official while omitting standard post-election transition practices, and presents opinion as fact without acknowledging that president-elect communications with foreign leaders are standard practice.",False,1678,128
2020-0238575,,,,clashdaily,LEADERSHIP: Governor Bucks Pressure - Becomes First To Launch Clinical Trials,,,4,"Strong bias evident through charged language ('intrepid lady,' 'wildebeest herd,' 'whimper, twist their hankies'), selective omission of hydroxychloroquine safety concerns, and false framing of South Dakota's approach as uniquely decisive while dismissing other governors' policies as 'hysterical' and 'anemic'; article advocates for one political position while denigrating opposing views.",False,1739,125
2021-0184565,,,,politicususa,House Democrats Move To Stop GOP Voter Suppression By Passing Largest Expansion Of Voting Rights Since 1965,,,4,"Strong bias: uses charged language ('voter suppression campaign,' 'rammed through'), frames Republican opposition as inherently suppressive without presenting counterarguments, employs advocacy language ('if Democrats are sincere'), and selectively presents only Democratic arguments while omitting GOP perspectives on voting security or the bill's provisions.",False,1365,98
2022-0906457,,,,lifesitenews,'I think it's a role model': World Economic Forum's Klaus Schwab praises communist China,,,4,"Strong bias through charged language ('communist dictatorship,' 'glowing praises'), selective quotation, framing that emphasizes only positive aspects of Schwab's statements while omitting context, and inflammatory characterization of the World Economic Forum's agenda as a 'systemic transformation' with conspiratorial undertones.",False,1682,101
2020-0422047,,,,newspunch,Civil Rights Leader Niger Innis: The BLM Agenda Doesn't Have a 'Damn Thing To Do' With Saving Black Lives,,,4,"Strong bias with selective quoting, inflammatory framing ('hard truths,' 'get off pushing'), and one-sided presentation of Innis's characterizations without counterarguments or context about BLM's stated mission or responses to such claims.",False,1759,86
2022-0857509,,,,alternet,'You did what now?' Experts aghast after Donald Trump admits he 'fixed' Ron DeSantis' 2018 election,,,3,Moderate bias: Article selectively presents Trump's statements and expert reactions that are critical of Trump while omitting Trump's potential counterarguments or alternative interpretations of his claims; uses framing like 'appeared to admit' and 'aghast' that guides readers toward a negative interpretation; relies heavily on one-sided expert commentary without exploring context or Trump's possible intent.,False,1596,112
2017-0018196,,,,intellihub,You can now get legal access to cannabis in all 50 states: CannaSense,,,4,Strong bias with misleading claims: the article falsely suggests cannabis is 'legally available in all 50 states' when it remains federally illegal and is illegal in many states; references to the 'Compassionate Use Act' and 'Affordable Healthcare Act' creating nationwide telemedicine cannabis access are unverifiable or misrepresented; selective presentation of CannaSense's claims without verification or counterargument from regulatory authorities.,True,1288,127
2020-0813136,,,,thepoliticalinsider,"Oklahoma City Couple Brutally Beaten For Having Pro-Trump Flag, Police Say",,,4,"Strong bias: article uses charged language ('brutally beaten,' 'triggered liberals'), presents one-sided framing that portrays Trump supporters as victims and implies liberals are violent without balanced counterarguments, includes editorializing ('the media loves to portray'), and cherry-picks facts to support a partisan narrative.",False,1705,98
2017-0038550,,,,activistpost,"State Moves To Criminalize Screen Time for Kids, Parents to Face $20K Fine for Violation",,,4,"Strong bias with charged language ('verboten,' 'Nanny State,' 'Police State,' 'Big Brother'), inflammatory framing that characterizes well-intentioned legislation as government overreach and coercion, selective presentation dismissing concerns about child health while emphasizing state intrusion, and editorializing throughout rather than neutral reporting.",False,1691,105
2022-0964337,,,,welovetrump,"Adam Schiff, Democrats Threaten Facebook: 'Censor or Else'",,,4,"Strong bias with charged language ('terrified,' 'chilling letter,' 'threatening,' 'panicked,' 'barely veiled threats'), inflammatory framing of Democratic actions as authoritarian censorship without presenting their stated concerns, selective omission of context about what 'misinformation policies' address, and characterization of oversight as extortion ('or else').",False,1698,111
2022-0340057,,,,politicususa,Paranoid Rudy Giuliani Risks Prison Because He Thinks Adam Schiff Is Out To Get Him,,,4,"Strong bias evident through loaded language ('Paranoid,' 'Rudy Giuliani Doesn't Need Selective Editing To Incriminate Himself'), dismissal of opposing views as 'right-wing conspiracy theory,' and selective framing that emphasizes Giuliani's legal troubles while characterizing his concerns as unfounded without balanced presentation.",False,1435,108
