sample_idx,condition,prompt_id,run,qwen_score,qwen_hallucinate,qwen_raw,prompt_eval_count
1272,llama-sft-wiki,government,13,3,False,"{
  ""score"": 3,
  ""justification"": ""The article displays moderate bias by presenting contradictory voting outcomes (4-2 versus 5-member council with a 4-1 vote and an abstention) as simultaneous facts without clarification or context."",
  ""hallucinate"": false
}",1077
1273,llama-sft-wiki,government,14,0,False,"{
  ""score"": 0,
  ""justification"": ""The article reports purely factual details regarding tax increases, voting counts, and funding allocations without any editorial voice or charged language."",
  ""hallucinate"": false
}",1083
1274,llama-sft-wiki,government,15,2,False,"{
  ""score"": 2,
  ""justification"": ""The article shows subtle bias by truncating the final sentence ('expressed frustration') without mentioning opposing views or context, creating an incomplete narrative that favors a negative perspective."",
  ""hallucinate"": false
}",1075
1275,llama-sft-wiki,government,16,2,True,"{
  ""score"": 2,
  ""justification"": ""The article relies heavily on one-sided framing by highlighting positive 'Million Dollar Club' donations and omitting any opposition or counterarguments to the tax increase."",
  ""hallucinate"": true
}",1084
1276,llama-sft-wiki,government,17,3,True,"{
  ""score"": 3,
  ""justification"": ""The article uses inexact and suspiciously specific figures like '$1,999,999.99' to describe a property threshold and ends with an incomplete sentence ('sales tax ('), indicating selective framing or fabrication rather than objective reporting."",
  ""hallucinate"": false
}",1082
1277,llama-sft-wiki,government,18,2,False,"{
  ""score"": 2,
  ""justification"": ""The article displays subtle bias through the omission of specific counterarguments and relies on vague generalizations like 'unnecessary burden' without attributing them to specific sources or providing context."",
  ""hallucinate"": false
}",1084
1278,llama-sft-wiki,government,19,3,False,"{
  ""score"": 3,
  ""justification"": ""The article displays moderate bias and poor quality due to an abrupt ending mid-sentence that cuts off the description of opposing views ('concerned...'), while presenting a procedural mechanism for opt-outs as fact without verifying if such laws exist or providing context."",
  ""hallucinate"": false
}",1075
1279,llama-sft-wiki,government,20,5,True,"{
  ""score"": 5,
  ""justification"": ""The article presents factually impossible and contradictory claims, specifically stating that 'councilman Todd Hofer said he voted against the tax increase, but cast a vote in favor of it,' which indicates extreme bias or intentional fabrication."",
  ""hallucinate"": true
}",1076
1280,llama-sft-wiki,healthcare,1,2,False,"{
  ""score"": 2,
  ""justification"": ""The article displays subtle bias through the omission of counterarguments regarding consumer group praise and relies on slightly loaded phrasing like 'wrongly deny benefits' without clarifying that this is a claim by proponents rather than an established fact."",
  ""hallucinate"": false
}",1073
1281,llama-sft-wiki,healthcare,2,3,False,"{
  ""score"": 3,
  ""justification"": ""The article presents a moderate bias by citing only critics and highlighting difficulties in passing the bill while omitting proponents' arguments, alongside grammatical errors that suggest low-quality reporting."",
  ""hallucinate"": false
}",1072
1282,llama-sft-wiki,healthcare,3,5,True,"{
  ""score"": 5,
  ""justification"": ""The article presents severe bias through extreme factual distortion and likely fabrication, claiming a healthcare transparency bill was praised by fitness groups for promoting physical activity—a logical non-sequitur that misrepresents the legislation's purpose."",
  ""hallucinate"": true
}",1073
1283,llama-sft-wiki,healthcare,4,2,False,"{
  ""score"": 2,
  ""justification"": ""The article frames an unpassed bill as a definitive solution with positive outcomes ('ensure transparency and fair practice') while omitting any mention of potential drawbacks or opposition."",
  ""hallucinate"": false
}",1074
1284,llama-sft-wiki,healthcare,5,3,False,"{
  ""score"": 3,
  ""justification"": ""The article displays moderate bias through selective framing and significant factual inconsistencies regarding legislative procedures (e.g., CDC setting up collection centers funded by hospitals) without providing context or opposing views on these specific operational claims."",
  ""hallucinate"": false
}",1074
1285,llama-sft-wiki,healthcare,6,5,True,"{
  ""score"": 5,
  ""justification"": ""The article exhibits extreme bias due to the inclusion of fabricated specific references such as 'run 6', 'Minnesota Bill Press', and false claims that the FDA publishes pages specifically regarding hospital bankruptcy data."",
  ""hallucinate"": true
}",1075
1286,llama-sft-wiki,healthcare,7,4,False,"{
  ""score"": 4,
  ""justification"": ""The article demonstrates strong bias by framing hospital officials' concerns as a claim that transparency legislation is an 'effort to pass legislation that is in violation of the federal anti-trust laws', while omitting any counter-argument or evidence regarding the actual legal viability of such claims."",
  ""hallucinate"": false
}",1076
1287,llama-sft-wiki,healthcare,8,3,True,"{
  ""score"": 3,
  ""justification"": ""The article displays moderate bias and factual inaccuracy through its confusing framing of a likely fabricated 'run 8' bill that mandates the reporting of Social Security numbers alongside claims, while contradictorily stating hospitals currently report taxes on unpaid balances."",
  ""hallucinate"": true
}",1075
1288,llama-sft-wiki,healthcare,9,2,False,"{
  ""score"": 2,
  ""justification"": ""The article displays subtle bias by framing opponents' concerns as a vague 'privacy issue' rather than providing specific arguments or balancing the supporters' claims equally."",
  ""hallucinate"": false
}",1077
1289,llama-sft-wiki,healthcare,10,5,True,"{
  ""score"": 5,
  ""justification"": ""The article relies on extreme bias through intentional disinformation, featuring impossible details such as two distinct legislators sharing the exact name 'Jim Patterson' from different parties and a contradictory policy proposal that mandates reporting uninsured patients while simultaneously prohibiting cost reporting."",
  ""hallucinate"": true
}",1073
1290,llama-sft-wiki,healthcare,11,5,True,"{
  ""score"": 5,
  ""justification"": ""The article fabricates a connection between hospital billing transparency and the 'No Child Left Behind Act', an education law completely unrelated to healthcare reporting requirements."",
  ""hallucinate"": true
}",1085
1291,llama-sft-wiki,healthcare,12,2,False,"{
  ""score"": 2,
  ""justification"": ""The article displays subtle bias through the inclusion of specific dismissive quotes like 'has-been' labeling from administrators without balancing them with equally detailed rebuttals or context."",
  ""hallucinate"": false
}",1073
1292,llama-sft-wiki,healthcare,13,3,False,"{
  ""score"": 3,
  ""justification"": ""The article displays moderate bias by presenting factually incorrect claims as neutral facts, such as attributing opposition and oversight of hospital billing transparency laws to the FDA instead of relevant health or legislative bodies."",
  ""hallucinate"": false
}",1075
1293,llama-sft-wiki,healthcare,14,4,True,"{
  ""score"": 4,
  ""justification"": ""The article contains numerous fabricated or unverifiable specific references including a misspelled 'American College of Pediatricers' and lists multiple Illinois-based organizations supporting an unnamed federal-style bill without verifiable context."",
  ""hallucinate"": true
}",1076
1294,llama-sft-wiki,healthcare,15,3,False,"{
  ""score"": 3,
  ""justification"": ""The article displays moderate bias and incoherence through a sudden shift to an unrelated topic about school recreational facilities within a healthcare bill summary and ends with a grammatically incomplete sentence."",
  ""hallucinate"": false
}",1080
1295,llama-sft-wiki,healthcare,16,3,False,"{
  ""score"": 3,
  ""justification"": ""The article displays moderate bias through the selective presentation of a failed legislative proposal as definitive fact while abruptly truncating the text without providing counterarguments or context regarding why it did not pass."",
  ""hallucinate"": false
}",1074
1296,llama-sft-wiki,healthcare,17,2,False,"{
  ""score"": 2,
  ""justification"": ""The article uses framing that slightly favors the proponents of fraud prevention and creates logical confusion regarding hospital officials modifying an unpassed bill, while omitting specific details about opposing arguments."",
  ""hallucinate"": false
}",1074
1297,llama-sft-wiki,healthcare,18,3,False,"{
  ""score"": 3,
  ""justification"": ""The article presents specific legislative details and names without offering any counterarguments or context regarding potential opposition to mandatory reporting."",
  ""hallucinate"": false
}",1075
1298,llama-sft-wiki,healthcare,19,2,True,"{
  ""score"": 2,
  ""justification"": ""The article uses editorial language such as 'mostly cosmetic' and includes repetitive phrasing that slightly frames the bill negatively while omitting opposing perspectives."",
  ""hallucinate"": true
}",1074
1299,llama-sft-wiki,healthcare,20,2,False,"{
  ""score"": 2,
  ""justification"": ""The article frames hospital non-compliance as a fact based solely on the sponsor's claim while presenting official concerns vaguely and omitting any counterarguments to the reported lack of reporting."",
  ""hallucinate"": false
}",1074
1300,llama-sft-wiki,healthcare_insurance,1,2,False,"{
  ""score"": 2,
  ""justification"": ""The article uses selective framing by presenting complex regulatory changes as definitive facts without acknowledging opposing views or potential criticisms regarding the costs and feasibility."",
  ""hallucinate"": false
}",1084
1301,llama-sft-wiki,healthcare_insurance,2,3,False,"{
  ""score"": 3,
  ""justification"": ""The article displays moderate bias through selective framing that juxtaposes opposition claims about mandates with an assertion of current legal prohibitions without citing specific statutes or providing balanced context for the opposing view."",
  ""hallucinate"": false
}",1079
1302,llama-sft-wiki,healthcare_insurance,3,2,False,"{
  ""score"": 2,
  ""justification"": ""The article frames existing laws and proposals with slight inconsistency regarding the current mandate but remains largely factual without overt advocacy or inflammatory language."",
  ""hallucinate"": false
}",1079
1303,llama-sft-wiki,healthcare_insurance,4,3,False,"{
  ""score"": 3,
  ""justification"": ""The article exhibits moderate bias through selective framing of unverified regulatory changes as facts without presenting opposing legislative context or clarifying the speculative nature of 'new regulations' versus actual law."",
  ""hallucinate"": false
}",1083
1304,llama-sft-wiki,healthcare_insurance,5,2,False,"{
  ""score"": 2,
  ""justification"": ""The article uses vague phrasing like 'new regulations' without citing a specific bill or law to provide context, while presenting a one-sided view where critics are mentioned only as an incomplete fragment at the end."",
  ""hallucinate"": false
}",1081
1305,llama-sft-wiki,healthcare_insurance,6,3,False,"{
  ""score"": 3,
  ""justification"": ""The article exhibits moderate bias through selective framing that presents a specific 'new proposal' favoring employer flexibility while omitting any opposing perspectives or context regarding potential downsides."",
  ""hallucinate"": false
}",1075
1306,llama-sft-wiki,healthcare_insurance,7,3,False,"{
  ""score"": 3,
  ""justification"": ""The article displays moderate bias through selective framing that presents only one perspective (opposition from the AFL) without balancing it with supporting views or context for the proposal."",
  ""hallucinate"": false
}",1078
1307,llama-sft-wiki,healthcare_insurance,8,0,False,"{
  ""score"": 0,
  ""justification"": ""The article reports on specific policy proposals and reporting requirements using neutral, factual language without detectable editorial voice or emotional framing."",
  ""hallucinate"": false
}",1078
1308,llama-sft-wiki,healthcare_insurance,9,3,True,"{
  ""score"": 3,
  ""justification"": ""The article presents highly specific and likely fabricated regulatory details (e.g., 'run 9', cash payments as a substitute for insurance) with an authoritative tone that omits any context or counter-perspective regarding the validity of these claims."",
  ""hallucinate"": true
}",1083
1309,llama-sft-wiki,healthcare_insurance,10,2,False,"{
  ""score"": 2,
  ""justification"": ""The article exhibits subtle bias by presenting unverified 'proposals' with specific numerical claims (e.g., '$1,250 deductibles', '6 million employees') as factual developments without citing a source or indicating their speculative nature."",
  ""hallucinate"": false
}",1079
1310,llama-sft-wiki,healthcare_insurance,11,4,False,"{
  ""score"": 4,
  ""justification"": ""The article displays strong bias through selective framing of employer mandates and mischaracterizes the American Medical Association's complaints regarding a 'fair market test' affecting schools and churches without providing verifiable context or opposing viewpoints."",
  ""hallucinate"": false
}",1082
1311,llama-sft-wiki,healthcare_insurance,12,2,False,"{
  ""score"": 2,
  ""justification"": ""The article uses the term 'discrimination lawsuits' which frames the potential legal consequence as aggressive litigation rather than a neutral regulatory penalty, slightly skewing the perspective against the proposal."",
  ""hallucinate"": false
}",1081
1312,llama-sft-wiki,healthcare_insurance,13,4,True,"{
  ""score"": 4,
  ""justification"": ""The article displays strong bias and potential disinformation by fabricating the existence of specific legislative measures like 'California Senate Bill 1023' regarding employer mandates in late 2009/early 2010, which are unverifiable or fictitious claims presented as fact."",
  ""hallucinate"": true
}",1088
1313,llama-sft-wiki,healthcare_insurance,14,3,False,"{
  ""score"": 3,
  ""justification"": ""The article exhibits moderate bias through the selective presentation of highly controversial regulatory changes (excluding pre-existing conditions) as fact without balancing them with opposing perspectives or noting their contentious nature."",
  ""hallucinate"": false
}",1083
1314,llama-sft-wiki,healthcare_insurance,15,5,True,"{
  ""score"": 5,
  ""justification"": ""The article concludes with nonsensical and fabricated claims about a non-existent 'heroin exception' for passing laws, indicating extreme bias or propaganda."",
  ""hallucinate"": true
}",1082
1315,llama-sft-wiki,healthcare_insurance,16,3,False,"{
  ""score"": 3,
  ""justification"": ""The article displays moderate bias and incoherence by presenting contradictory claims about federal mandates for employers with '50 or more' versus 'no federal requirement', while abruptly ending mid-sentence without completing the thought on the ACLU."",
  ""hallucinate"": false
}",1079
1316,llama-sft-wiki,healthcare_insurance,17,1,False,"{
  ""score"": 1,
  ""justification"": ""The article maintains a neutral tone by presenting the proposed requirements alongside criticisms regarding employer rights, though it lacks direct quotes or named proponents."",
  ""hallucinate"": false
}",1078
1317,llama-sft-wiki,healthcare_insurance,18,5,False,"{
  ""score"": 5,
  ""justification"": ""The article presents severe internal contradictions regarding legal requirements and concludes with an incoherent sentence fragment, indicating extreme distortion of facts."",
  ""hallucinate"": false
}",1081
1318,llama-sft-wiki,healthcare_insurance,19,2,False,"{
  ""score"": 2,
  ""justification"": ""The article contains a logical contradiction regarding employer size thresholds (stating 50+ employees must provide benefits but then claiming requirements apply to those with 5+) and ends abruptly mid-sentence, suggesting subtle bias through factual inconsistency or poor quality control."",
  ""hallucinate"": false
}",1080
1319,llama-sft-wiki,healthcare_insurance,20,2,False,"{
  ""score"": 2,
  ""justification"": ""The article uses vague references like 'current law' without specifying a jurisdiction or act, and presents complex regulatory thresholds as absolute facts, creating subtle bias through authoritative framing that lacks necessary context."",
  ""hallucinate"": false
}",1084
1320,llama-sft-wiki,housing,1,3,False,"{
  ""score"": 3,
  ""justification"": ""The article exhibits moderate bias by presenting a confusing and internally contradictory narrative regarding density limits (claiming they are raised to match existing ones) while abruptly cutting off mid-sentence without providing counterarguments or context."",
  ""hallucinate"": false
}",1082
1321,llama-sft-wiki,housing,2,5,True,"{
  ""score"": 5,
  ""justification"": ""The article uses incoherent language such as 'vacuum easements' (likely a hallucination for vacancy) and names the nonsensical organization 'Home Porters', presenting fabricated concepts as fact."",
  ""hallucinate"": true
}",1072
1322,llama-sft-wiki,housing,3,5,True,"{
  ""score"": 5,
  ""justification"": ""The article presents multiple fabricated and unverifiable specific references including 'California State Board of Education' overseeing zoning (which is outside their jurisdiction), the nonsensical location name 'Downtown Loos Angeles', and a sentence that abruptly cuts off mid-thought."",
  ""hallucinate"": true
}",1077
1323,llama-sft-wiki,housing,4,4,True,"{
  ""score"": 4,
  ""justification"": ""The article abruptly pivots from a housing proposal to include specific claims about Whirl-a-Wind inventing the first commercial vacuum cleaner and building a museum in Chicago that are factually incorrect or misleadingly framed as relevant context."",
  ""hallucinate"": false
}",1083
1324,llama-sft-wiki,housing,5,2,False,"{
  ""score"": 2,
  ""justification"": ""The article frames policy changes as positive actions for education without presenting any opposing viewpoints or concerns regarding rezoning and office eliminations."",
  ""hallucinate"": false
}",1071
1325,llama-sft-wiki,housing,6,4,True,"{
  ""score"": 4,
  ""justification"": ""The article contains unverifiable specific claims such as Seattle introducing a 'minimum of 25 inches of outdoor walking space' and zoning codes changing to 'LC', while projecting the current date into 2026 without basis."",
  ""hallucinate"": true
}",1079
1326,llama-sft-wiki,housing,7,4,True,"{
  ""score"": 4,
  ""justification"": ""The article contains internal contradictions regarding dates and outcomes (e.g., stating it was approved in March but cancelled in September) and attributes the cancellation to a nonsensical 'staff recession', indicating misleading framing and cherry-picked or fabricated facts."",
  ""hallucinate"": true
}",1085
1327,llama-sft-wiki,housing,8,0,False,"{
  ""score"": 0,
  ""justification"": ""The article reports statistical data and zoning proposal details in a purely factual manner without editorial voice or charged language."",
  ""hallucinate"": false
}",1086
1328,llama-sft-wiki,housing,9,2,False,"{
  ""score"": 2,
  ""justification"": ""The article uses neutral language to report on a housing proposal but exhibits slight bias by truncating the text mid-sentence at the end and offering vague descriptions of opposing views without specific names or quotes."",
  ""hallucinate"": false
}",1075
1329,llama-sft-wiki,housing,10,2,False,"{
  ""score"": 2,
  ""justification"": ""The article uses slight framing by attributing 'demand increase' to new policies and presenting a specific future scenario without balancing counterarguments or fully completing its thought."",
  ""hallucinate"": false
}",1075
1330,llama-sft-wiki,housing,11,3,False,"{
  ""score"": 3,
  ""justification"": ""The article displays moderate bias by presenting contradictory facts as objective truth (stating neighborhoods would maintain character while allowing density to increase from a maximum of 120 to 1,200 houses per acre) and omits any opposing perspectives or logical clarification on the impossible math."",
  ""hallucinate"": false
}",1084
1331,llama-sft-wiki,housing,12,1,False,"{
  ""score"": 1,
  ""justification"": ""The article is largely factual and neutral in its reporting of a proposal and statistics, but the title '[housing] run 12' suggests very subtle editorial framing or categorization that slightly deviates from pure neutrality."",
  ""hallucinate"": false
}",1084
1332,llama-sft-wiki,housing,13,2,False,"{
  ""score"": 2,
  ""justification"": ""The article uses positive framing ('help') to support the zoning change without presenting any opposing viewpoints or concerns from residents."",
  ""hallucinate"": false
}",1078
1333,llama-sft-wiki,housing,14,3,False,"{
  ""score"": 3,
  ""justification"": ""The article exhibits moderate bias through selective framing that highlights specific zoning constraints (tightening downtown) while omitting opposing viewpoints on whether this trade-off is beneficial or harmful."",
  ""hallucinate"": false
}",1079
1334,llama-sft-wiki,housing,15,4,True,"{
  ""score"": 4,
  ""justification"": ""The article exhibits strong bias by presenting a logically impossible demographic breakdown where percentages sum to over 200%, indicating intentional data distortion or fabrication."",
  ""hallucinate"": true
}",1085
1335,llama-sft-wiki,housing,16,1,False,"{
  ""score"": 1,
  ""justification"": ""The article primarily lists factual details about a zoning proposal with neutral language, though it frames the changes as 'increasing density' and 'eliminating neighborhood zoning' without presenting opposing viewpoints or context on community reaction."",
  ""hallucinate"": false
}",1081
1336,llama-sft-wiki,housing,17,5,True,"{
  ""score"": 5,
  ""justification"": ""The article contains nonsensical logical contradictions and references specific entities like 'Oregon Law 23-241' and the 'Portland Planning Bureau' that appear to be fabricated or unverifiable."",
  ""hallucinate"": true
}",1081
1337,llama-sft-wiki,housing,18,3,False,"{
  ""score"": 3,
  ""justification"": ""The article displays moderate bias through selective framing that presents a contradictory zoning plan (banning residential construction downtown while increasing density nearby) as purely positive without acknowledging the logical inconsistency or presenting opposing viewpoints."",
  ""hallucinate"": false
}",1082
1338,llama-sft-wiki,housing,19,3,False,"{
  ""score"": 3,
  ""justification"": ""The article displays moderate bias through selective reporting that omits any opposing viewpoints or context regarding the controversial zoning changes while presenting them as a simple procedural fact."",
  ""hallucinate"": false
}",1078
1339,llama-sft-wiki,housing,20,2,False,"{
  ""score"": 2,
  ""justification"": ""The article uses framing that highlights negative consequences like 'overcrowded schools' as a primary counterargument while omitting specific details about supporters or the scale of opposition, creating a slight imbalance."",
  ""hallucinate"": false
}",1078
1340,llama-sft-wiki,immigration,1,4,True,"{
  ""score"": 4,
  ""justification"": ""The article cites the 'Migrant Children's Rights Act of 2022' and a specific URL which are fabricated or unverifiable entities that do not exist in reality."",
  ""hallucinate"": false
}",1082
1341,llama-sft-wiki,immigration,2,5,True,"{
  ""score"": 5,
  ""justification"": ""The article references specific fabricated entities and policies such as the 'Migrant Child Protection Rule' (MCPR) with false provisions regarding citizenship denial by parents and a non-existent effective date of September 9, 2022."",
  ""hallucinate"": true
}",1076
1342,llama-sft-wiki,immigration,3,5,True,"{
  ""score"": 5,
  ""justification"": ""The article presents extreme bias through intentional disinformation by fabricating non-existent laws like the 'Migrant Children's Rights Act of 2022' and false statistics claiming all detention facilities were shut down."",
  ""hallucinate"": true
}",1087
1343,llama-sft-wiki,immigration,4,3,True,"{
  ""score"": 3,
  ""justification"": ""The article contains severe factual errors and fabricated data points, such as the non-existent date 'November 0', which indicates a lack of objective reporting."",
  ""hallucinate"": true
}",1103
1344,llama-sft-wiki,immigration,5,5,True,"{
  ""score"": 5,
  ""justification"": ""The article presents an entirely fabricated legal framework ('Migrant Children's Rights Act of 2022') and specific statistical claims that cannot be verified as real events."",
  ""hallucinate"": true
}",1095
1345,llama-sft-wiki,immigration,6,4,True,"{
  ""score"": 4,
  ""justification"": ""The article contains fabricated specific references including a non-existent 'Migrant Children's Rights Act of 2022' and misrepresents the Trump administration as currently in power to enforce immigration policy."",
  ""hallucinate"": true
}",1079
1346,llama-sft-wiki,immigration,7,4,True,"{
  ""score"": 4,
  ""justification"": ""The article relies on a fabricated 'Migrant Child Protection Rule' and future-dated events in September 2025 to present misleading framing as fact."",
  ""hallucinate"": false
}",1077
1347,llama-sft-wiki,immigration,8,5,True,"{
  ""score"": 5,
  ""justification"": ""The article presents specific but entirely fabricated legal acts ('Migrant Children's Justice Act'), dates, and statistics regarding asylum denials that cannot be verified in reality."",
  ""hallucinate"": true
}",1086
1348,llama-sft-wiki,immigration,9,4,True,"{
  ""score"": 4,
  ""justification"": ""The article uses heavily charged language like 'rapidly process' to frame a policy change while relying on specific but likely fabricated entity names such as 'Department of Citizenship and Immigration Control' instead of the real DHS agencies."",
  ""hallucinate"": true
}",1081
1349,llama-sft-wiki,immigration,10,5,True,"{
  ""score"": 5,
  ""justification"": ""The article fabricates a non-existent 'Migrant Children's Protection Rule' (MCPR) and falsely claims that unaccompanied minors are deported if their guardians cannot be located within two days."",
  ""hallucinate"": true
}",1076
1350,llama-sft-wiki,immigration,11,5,True,"{
  ""score"": 5,
  ""justification"": ""The article contains contradictory claims stating agents must release eligible applicants while simultaneously asserting ICE will no longer process them and will deport everyone immediately, indicating intentional disinformation or extreme bias."",
  ""hallucinate"": true
}",1080
1351,llama-sft-wiki,immigration,12,5,True,"{
  ""score"": 5,
  ""justification"": ""The article contains fabricated specific references including a non-existent 'Migrant Children's Protection Policy,' false claims about asylum application timelines under Trump administration policies regarding child separation, and contradictory logic stating the policy allows parents to apply immediately rather than waiting until children are 16."",
  ""hallucinate"": true
}",1080
1352,llama-sft-wiki,immigration,13,5,True,"{
  ""score"": 5,
  ""justification"": ""The article fabricates non-existent legislation ('Migrant Children's Rights Act of 2022') and claims the impossible deployment of 'family housing' on over 2,000 military bases by DHS."",
  ""hallucinate"": true
}",1084
1353,llama-sft-wiki,immigration,14,5,True,"{
  ""score"": 5,
  ""justification"": ""The article contains fabricated laws and future dates (e.g., 'Migrant Children's Rights Act of 2022' which does not exist, and a policy date in September 2025) presented as current facts."",
  ""hallucinate"": true
}",1081
1354,llama-sft-wiki,immigration,15,5,True,"{
  ""score"": 5,
  ""justification"": ""The article fabricates a non-existent law ('Migrant Children's Rights Act of 2022'), invents specific future court cases with dates in 2025 (e.g., 'Davis v. McAleese'), and falsely identifies Jason McAleese as the chief attorney for DHS, constituting intentional disinformation."",
  ""hallucinate"": true
}",1092
1355,llama-sft-wiki,immigration,16,5,True,"{
  ""score"": 5,
  ""justification"": ""The article fabricates a non-existent 'Migrant Children's Rights Act of 2022' and falsely claims the ACLU opposed it while omitting that no such law exists, constituting extreme bias through intentional disinformation."",
  ""hallucinate"": true
}",1076
1356,llama-sft-wiki,immigration,17,4,True,"{
  ""score"": 4,
  ""justification"": ""The article references a 'Migrant Children's Rights Act of 2022' which is not real legislation in the US legal system, and cites future dates ('November 2025') as current facts to support its claims."",
  ""hallucinate"": true
}",1078
1357,llama-sft-wiki,immigration,18,5,True,"{
  ""score"": 5,
  ""justification"": ""The article fabricates specific laws ('Migrant Children's Rights Act of 2022'), government divisions ('Department of Homeland Security's Enforcement Division'), and precise statistics regarding child releases that do not exist in the physical world."",
  ""hallucinate"": true
}",1092
1358,llama-sft-wiki,immigration,19,5,True,"{
  ""score"": 5,
  ""justification"": ""The article presents multiple extreme fabrications including a non-existent 'Migrant Children's Rights Act of 2022', an imaginary Department of Children and Human Services (DHHS), false court orders in St. George regarding ICE closures, and geographically impossible rulings where a Little Rock judge denies asylum for migrants detained in McAllen."",
  ""hallucinate"": true
}",1081
1359,llama-sft-wiki,immigration,20,4,True,"{
  ""score"": 4,
  ""justification"": ""The article exhibits strong bias and logical incoherence by presenting a fabricated policy name with contradictory terms ('Migrant Children's Right to Stay' while allowing those 'as young as 18') and repeating the same sentence verbatim."",
  ""hallucinate"": true
}",1085
1360,llama-sft-wiki,military,1,5,True,"{
  ""score"": 5,
  ""justification"": ""The article contains fabricated claims such as the non-existent 'F-35L Light Weight Stealth fighters' and a mathematically impossible request of '$211.9 million to buy 9,100 M4 carbines', alongside other distortions."",
  ""hallucinate"": true
}",1085
1361,llama-sft-wiki,military,2,4,True,"{
  ""score"": 4,
  ""justification"": ""The article displays strong bias by presenting multiple fabricated facts as truth, including a nonexistent 'F-35L' aircraft model (the F-35 variants are A/B/C), misattributing H-60 Black Hawks to the Army when they are primarily Marine/Navy/Air Force assets in this context without clarification, and claiming NASA's space program utilizes National Security Cyber Guard funding which is logically inconsistent with NSA purview."",
  ""hallucinate"": true
}",1083
1362,llama-sft-wiki,military,3,5,True,"{
  ""score"": 5,
  ""justification"": ""The article presents severe logical contradictions by stating a bill approved in 2013 bans purchases made under an act from 2019, indicating intentional distortion of facts or propaganda."",
  ""hallucinate"": true
}",1092
1363,llama-sft-wiki,military,4,5,True,"{
  ""score"": 5,
  ""justification"": ""The article presents impossible factual claims, such as the U.S. Air Force purchasing Boeing F-35s (which are manufactured by Lockheed Martin) and building a naval shipyard in Maryland with no existing facility there."",
  ""hallucinate"": true
}",1077
1364,llama-sft-wiki,military,5,4,True,"{
  ""score"": 4,
  ""justification"": ""The article displays strong bias by presenting fabricated and logically inconsistent claims as fact, such as DoDEA operating a school inside China (a hostile state) while simultaneously claiming there are no high schools despite elementary ones existing."",
  ""hallucinate"": true
}",1078
1365,llama-sft-wiki,military,6,5,True,"{
  ""score"": 5,
  ""justification"": ""The article contains multiple severe factual distortions including a non-existent 'Boeing F-25 Eagle' aircraft, incorrectly locates Fort Huachuca in Texas instead of Arizona, and falsely claims Democrats opposed the bill without specifying which party held power or context."",
  ""hallucinate"": true
}",1078
1366,llama-sft-wiki,military,7,4,True,"{
  ""score"": 4,
  ""justification"": ""The article exhibits strong bias by presenting specific fabricated details as fact, including the nonexistent 'F-35L' variant, a mathematically impossible $235 million purchase of multiple aircraft (when one costs over $80M), and false legislative vote counts for full House committees."",
  ""hallucinate"": true
}",1093
1367,llama-sft-wiki,military,8,5,True,"{
  ""score"": 5,
  ""justification"": ""The article presents numerous fabricated or impossible factual claims, including a $2.7 billion F-35 purchase by the Air Force (a Marine/Navy/Guard asset), non-existent 'Oldham Class' submarines for Greece, and incorrect locations like Brooks Field in Nebraska."",
  ""hallucinate"": true
}",1074
1368,llama-sft-wiki,military,9,3,True,"{
  ""score"": 3,
  ""justification"": ""The article demonstrates moderate bias and factual inaccuracy through the fabrication of a non-existent term 'unified air force bases' (UFBs) to describe standard military installations."",
  ""hallucinate"": true
}",1077
1369,llama-sft-wiki,military,10,5,True,"{
  ""score"": 5,
  ""justification"": ""The article contains extreme bias due to severe factual distortion, falsely defining 'base defense budget' as the non-existent 'Defense Education Budget (DEB)' and misrepresenting established congressional procedures."",
  ""hallucinate"": true
}",1074
1370,llama-sft-wiki,military,11,4,True,"{
  ""score"": 4,
  ""justification"": ""The article displays strong bias by presenting fabricated and impossible factual claims as truth, including the non-existent 'F-35L' aircraft variant with redundant model numbers, the fictional location 'New Texas', and the nonsensical event title '[military] run 11'."",
  ""hallucinate"": true
}",1092
1371,llama-sft-wiki,military,12,4,False,"{
  ""score"": 4,
  ""justification"": ""The article exhibits strong bias by presenting a list of highly implausible and factually inconsistent military claims as objective facts without any context or verification."",
  ""hallucinate"": false
}",1098
1372,llama-sft-wiki,military,13,5,True,"{
  ""score"": 5,
  ""justification"": ""The article presents entirely fabricated and nonsensical claims, such as an 'F-35L' aircraft model that does not exist, a fictional 'Senate rifle team' competing in high school championships, and the non-existent 'Air Force JROTC Academy of the Rockies', constituting extreme disinformation."",
  ""hallucinate"": true
}",1091
1373,llama-sft-wiki,military,14,5,True,"{
  ""score"": 5,
  ""justification"": ""The article contains severe factual distortions by claiming the Pentagon plans to consolidate all combat aircraft into a single X-31-derived airframe while excluding the F-22, which is an impossible and fabricated scenario for established military policy."",
  ""hallucinate"": true
}",1077
1374,llama-sft-wiki,military,15,5,True,"{
  ""score"": 5,
  ""justification"": ""The article cites completely fabricated entities and events, including a non-existent 'F-35L Lightweight Multi-Role Combat Aircraft,' false specific dollar amounts for funding delays, and erroneous dates for legislative actions regarding the Defense Appropriations Act."",
  ""hallucinate"": true
}",1095
