Title,Page ID,URL,State,School Type,Direct Parent Category
"Girls Preparatory School",1488821,"https://en.wikipedia.org/wiki/Girls_Preparatory_School","Tennessee","private","Preparatory schools in Tennessee"
"Glencliff High School",34204489,"https://en.wikipedia.org/wiki/Glencliff_High_School","Tennessee","public","Public high schools in Tennessee"
"Grace-St. Luke's Episcopal School",33487942,"https://en.wikipedia.org/wiki/Grace-St._Luke%27s_Episcopal_School","Tennessee","private","Private elementary schools in Tennessee"
"Grainger High School",56069412,"https://en.wikipedia.org/wiki/Grainger_High_School","Tennessee","public","Public high schools in Tennessee"
"Green Hill High School",66923932,"https://en.wikipedia.org/wiki/Green_Hill_High_School","Tennessee","public","Public high schools in Tennessee"
"Green McAdoo School",14428285,"https://en.wikipedia.org/wiki/Green_McAdoo_School","Tennessee","unknown","School buildings on the National Register of Historic Places in Tennessee"
"Greenbrier High School (Tennessee)",38055761,"https://en.wikipedia.org/wiki/Greenbrier_High_School_(Tennessee)","Tennessee","public","Public high schools in Tennessee"
"Greeneville High School",38124813,"https://en.wikipedia.org/wiki/Greeneville_High_School","Tennessee","public","Public high schools in Tennessee"
"Grundy County High School",62522126,"https://en.wikipedia.org/wiki/Grundy_County_High_School","Tennessee","public","Public high schools in Tennessee"
"Halls High School (Knox County, Tennessee)",23973950,"https://en.wikipedia.org/wiki/Halls_High_School_(Knox_County,_Tennessee)","Tennessee","public","Public high schools in Tennessee"
"Hamilton High School (Memphis, Tennessee)",63822963,"https://en.wikipedia.org/wiki/Hamilton_High_School_(Memphis,_Tennessee)","Tennessee","unknown","High schools in Memphis, Tennessee"
"Hampton High School (Hampton, Tennessee)",17973051,"https://en.wikipedia.org/wiki/Hampton_High_School_(Hampton,_Tennessee)","Tennessee","public","Public high schools in Tennessee"
"Hardin County High School",33588576,"https://en.wikipedia.org/wiki/Hardin_County_High_School","Tennessee","public","Public high schools in Tennessee"
"Harding School of Theology",31374327,"https://en.wikipedia.org/wiki/Harding_School_of_Theology","Tennessee","unknown","Universities and colleges in Memphis, Tennessee"
"Harpeth Hall School",890204,"https://en.wikipedia.org/wiki/Harpeth_Hall_School","Tennessee","private","Preparatory schools in Tennessee"
"Harriman High School",4034817,"https://en.wikipedia.org/wiki/Harriman_High_School","Tennessee","public","Public high schools in Tennessee"
"Hattie Cotton Elementary School bombing",53160468,"https://en.wikipedia.org/wiki/Hattie_Cotton_Elementary_School_bombing","Tennessee","unknown","Schools in Nashville, Tennessee"
"Hawkins County School District",77221796,"https://en.wikipedia.org/wiki/Hawkins_County_School_District","Tennessee","unknown","Tennessee school stubs"
"Haywood High School",34938585,"https://en.wikipedia.org/wiki/Haywood_High_School","Tennessee","public","Public high schools in Tennessee"
"Hendersonville High School (Tennessee)",9214048,"https://en.wikipedia.org/wiki/Hendersonville_High_School_(Tennessee)","Tennessee","public","Public high schools in Tennessee"
"Heritage High School (Blount County, Tennessee)",11429137,"https://en.wikipedia.org/wiki/Heritage_High_School_(Blount_County,_Tennessee)","Tennessee","public","Public high schools in Tennessee"
"Hillcrest High School (Memphis, Tennessee)",8720974,"https://en.wikipedia.org/wiki/Hillcrest_High_School_(Memphis,_Tennessee)","Tennessee","unknown","High schools in Memphis, Tennessee"
"Hillsboro High School (Tennessee)",23954342,"https://en.wikipedia.org/wiki/Hillsboro_High_School_(Tennessee)","Tennessee","public","Public high schools in Tennessee"
"Hillwood High School",8126075,"https://en.wikipedia.org/wiki/Hillwood_High_School","Tennessee","public","Public high schools in Tennessee"
"Hixson High School",38040446,"https://en.wikipedia.org/wiki/Hixson_High_School","Tennessee","public","Public high schools in Tennessee"
"Holloway High School",81153351,"https://en.wikipedia.org/wiki/Holloway_High_School","Tennessee","unknown","Schools in Tennessee"
"Houston County High School (Tennessee)",32680898,"https://en.wikipedia.org/wiki/Houston_County_High_School_(Tennessee)","Tennessee","public","Public high schools in Tennessee"
"Houston High School (Tennessee)",14683875,"https://en.wikipedia.org/wiki/Houston_High_School_(Tennessee)","Tennessee","public","Public high schools in Tennessee"
"Howard School of Academics and Technology",5273408,"https://en.wikipedia.org/wiki/Howard_School_of_Academics_and_Technology","Tennessee","public","Public high schools in Tennessee"
"Hume-Fogg High School",2016842,"https://en.wikipedia.org/wiki/Hume-Fogg_High_School","Tennessee","public","Public high schools in Tennessee"
"Humes Preparatory Academy Middle School",17439814,"https://en.wikipedia.org/wiki/Humes_Preparatory_Academy_Middle_School","Tennessee","charter","Charter schools in Tennessee"
"Hunters Lane High School",12081481,"https://en.wikipedia.org/wiki/Hunters_Lane_High_School","Tennessee","public","Public high schools in Tennessee"
"Huntsville High School (Tennessee)",71259424,"https://en.wikipedia.org/wiki/Huntsville_High_School_(Tennessee)","Tennessee","public","Public high schools in Tennessee"
"Hutchison School",3948092,"https://en.wikipedia.org/wiki/Hutchison_School","Tennessee","private","Preparatory schools in Tennessee"
"Immaculate Conception Cathedral School (Memphis, Tennessee)",11244116,"https://en.wikipedia.org/wiki/Immaculate_Conception_Cathedral_School_(Memphis,_Tennessee)","Tennessee","private","Private K–12 schools in Tennessee"
"Independence High School (Tennessee)",6790708,"https://en.wikipedia.org/wiki/Independence_High_School_(Tennessee)","Tennessee","public","Public high schools in Tennessee"
"Jackson Central-Merry Early College High School",20885948,"https://en.wikipedia.org/wiki/Jackson_Central-Merry_Early_College_High_School","Tennessee","public","Public high schools in Tennessee"
"Jackson Christian School",35017850,"https://en.wikipedia.org/wiki/Jackson_Christian_School","Tennessee","private","Private K–12 schools in Tennessee"
"Jackson County High School (Gainesboro, Tennessee)",62545995,"https://en.wikipedia.org/wiki/Jackson_County_High_School_(Gainesboro,_Tennessee)","Tennessee","unknown","High schools in Tennessee"
"Jackson-Madison County School System",62380407,"https://en.wikipedia.org/wiki/Jackson-Madison_County_School_System","Tennessee","unknown","Tennessee school stubs"
"Jo Byrns High School",59444790,"https://en.wikipedia.org/wiki/Jo_Byrns_High_School","Tennessee","public","Public high schools in Tennessee"
"John Overton High School",7781130,"https://en.wikipedia.org/wiki/John_Overton_High_School","Tennessee","public","Public high schools in Tennessee"
"Jones Paideia Magnet School",18911820,"https://en.wikipedia.org/wiki/Jones_Paideia_Magnet_School","Tennessee","unknown","Schools in Nashville, Tennessee"
"Karns High School",5107574,"https://en.wikipedia.org/wiki/Karns_High_School","Tennessee","public","Public high schools in Tennessee"
"Kenwood High School (Tennessee)",28799818,"https://en.wikipedia.org/wiki/Kenwood_High_School_(Tennessee)","Tennessee","public","Public high schools in Tennessee"
"Kingsbury High School (Tennessee)",61481024,"https://en.wikipedia.org/wiki/Kingsbury_High_School_(Tennessee)","Tennessee","unknown","High schools in Memphis, Tennessee"
"Kirby High School (Tennessee)",24336236,"https://en.wikipedia.org/wiki/Kirby_High_School_(Tennessee)","Tennessee","unknown","High schools in Memphis, Tennessee"
"Knoxville Catholic High School",7210109,"https://en.wikipedia.org/wiki/Knoxville_Catholic_High_School","Tennessee","private","Catholic secondary schools in Tennessee"
"Knoxville Christian School",5632083,"https://en.wikipedia.org/wiki/Knoxville_Christian_School","Tennessee","private","Private K–12 schools in Tennessee"
"Knoxville High School (Tennessee)",27529359,"https://en.wikipedia.org/wiki/Knoxville_High_School_(Tennessee)","Tennessee","unknown","School buildings on the National Register of Historic Places in Tennessee"
"LEAD Public Schools",39023920,"https://en.wikipedia.org/wiki/LEAD_Public_Schools","Tennessee","charter","Charter schools in Tennessee"
"La Vergne High School",14790991,"https://en.wikipedia.org/wiki/La_Vergne_High_School","Tennessee","public","Public high schools in Tennessee"
"Lake County High School (Tiptonville, Tennessee)",27092994,"https://en.wikipedia.org/wiki/Lake_County_High_School_(Tiptonville,_Tennessee)","Tennessee","public","Public high schools in Tennessee"
"Lauderdale County School District (Tennessee)",61735435,"https://en.wikipedia.org/wiki/Lauderdale_County_School_District_(Tennessee)","Tennessee","unknown","Tennessee school stubs"
"Lauderdale High School",69891859,"https://en.wikipedia.org/wiki/Lauderdale_High_School","Tennessee","unknown","High schools in Tennessee"
"Lausanne Collegiate School",4276509,"https://en.wikipedia.org/wiki/Lausanne_Collegiate_School","Tennessee","private","Private schools in Tennessee"
"Lebanon High School (Tennessee)",10308693,"https://en.wikipedia.org/wiki/Lebanon_High_School_(Tennessee)","Tennessee","public","Public high schools in Tennessee"
"Lebanon Special School District",68173563,"https://en.wikipedia.org/wiki/Lebanon_Special_School_District","Tennessee","unknown","Tennessee school stubs"
"Lewis County High School (Tennessee)",61772939,"https://en.wikipedia.org/wiki/Lewis_County_High_School_(Tennessee)","Tennessee","public","Public high schools in Tennessee"
"Lexington High School (Tennessee)",22226074,"https://en.wikipedia.org/wiki/Lexington_High_School_(Tennessee)","Tennessee","public","Public high schools in Tennessee"
"Liberty Creek High School",72183613,"https://en.wikipedia.org/wiki/Liberty_Creek_High_School","Tennessee","public","Public high schools in Tennessee"
"Liberty Hill School (Liberty Hill, Tennessee)",31366093,"https://en.wikipedia.org/wiki/Liberty_Hill_School_(Liberty_Hill,_Tennessee)","Tennessee","unknown","School buildings on the National Register of Historic Places in Tennessee"
"Liberty School (Brentwood, Tennessee)",31991632,"https://en.wikipedia.org/wiki/Liberty_School_(Brentwood,_Tennessee)","Tennessee","unknown","One-room schoolhouses in Tennessee"
"Liberty Technology Magnet High School",13716129,"https://en.wikipedia.org/wiki/Liberty_Technology_Magnet_High_School","Tennessee","public","Public high schools in Tennessee"
"Lincoln County High School (Tennessee)",55797415,"https://en.wikipedia.org/wiki/Lincoln_County_High_School_(Tennessee)","Tennessee","public","Public high schools in Tennessee"
"Lincoln School (Pikeville, Tennessee)",41459279,"https://en.wikipedia.org/wiki/Lincoln_School_(Pikeville,_Tennessee)","Tennessee","unknown","School buildings on the National Register of Historic Places in Tennessee"
"Little Greenbrier School",24429836,"https://en.wikipedia.org/wiki/Little_Greenbrier_School","Tennessee","unknown","Defunct schools in Tennessee"
"Loftis Middle School",16125969,"https://en.wikipedia.org/wiki/Loftis_Middle_School","Tennessee","public","Schools in Hamilton County, Tennessee"
"Long Creek School (Lafayette, Tennessee)",61563678,"https://en.wikipedia.org/wiki/Long_Creek_School_(Lafayette,_Tennessee)","Tennessee","unknown","Defunct schools in Tennessee"
"Lookout Valley Middle High School",9433991,"https://en.wikipedia.org/wiki/Lookout_Valley_Middle_High_School","Tennessee","public","Public high schools in Tennessee"
"Macon Road Baptist School",40777636,"https://en.wikipedia.org/wiki/Macon_Road_Baptist_School","Tennessee","private","Private K–12 schools in Tennessee"
"Madison Academic Magnet High School",3004229,"https://en.wikipedia.org/wiki/Madison_Academic_Magnet_High_School","Tennessee","public","Public high schools in Tennessee"
"Manassas High School",73537427,"https://en.wikipedia.org/wiki/Manassas_High_School","Tennessee","public","Public high schools in Tennessee"
"Maplewood High School (Tennessee)",22567420,"https://en.wikipedia.org/wiki/Maplewood_High_School_(Tennessee)","Tennessee","public","Public high schools in Tennessee"
"Marshall County High School (Tennessee)",59682749,"https://en.wikipedia.org/wiki/Marshall_County_High_School_(Tennessee)","Tennessee","public","Public high schools in Tennessee"
"Martin Luther King Jr. College Preparatory High School",75215732,"https://en.wikipedia.org/wiki/Martin_Luther_King_Jr._College_Preparatory_High_School","Tennessee","unknown","High schools in Memphis, Tennessee"
"Martin Luther King Magnet at Pearl High School",5014451,"https://en.wikipedia.org/wiki/Martin_Luther_King_Magnet_at_Pearl_High_School","Tennessee","public","Public high schools in Tennessee"
"Maryville High School (Tennessee)",3448863,"https://en.wikipedia.org/wiki/Maryville_High_School_(Tennessee)","Tennessee","public","Public high schools in Tennessee"
"Mayers' Industrial School",70138733,"https://en.wikipedia.org/wiki/Mayers%27_Industrial_School","Tennessee","unknown","Defunct schools in Tennessee"
"McGavock High School",20889323,"https://en.wikipedia.org/wiki/McGavock_High_School","Tennessee","public","Public high schools in Tennessee"
"McMinn Central High School",55896665,"https://en.wikipedia.org/wiki/McMinn_Central_High_School","Tennessee","public","Public high schools in Tennessee"
"McMinn County High School",14917376,"https://en.wikipedia.org/wiki/McMinn_County_High_School","Tennessee","public","Public high schools in Tennessee"
"McReynolds High School",81153973,"https://en.wikipedia.org/wiki/McReynolds_High_School","Tennessee","unknown","Tennessee school stubs"
"Medical District High School",72813676,"https://en.wikipedia.org/wiki/Medical_District_High_School","Tennessee","unknown","High schools in Memphis, Tennessee"
"Meigs School",53157957,"https://en.wikipedia.org/wiki/Meigs_School","Tennessee","public","Public high schools in Tennessee"
"Melrose High School (Memphis, Tennessee)",19296194,"https://en.wikipedia.org/wiki/Melrose_High_School_(Memphis,_Tennessee)","Tennessee","unknown","High schools in Memphis, Tennessee"
"Memphis Catholic Middle and High School",11244196,"https://en.wikipedia.org/wiki/Memphis_Catholic_Middle_and_High_School","Tennessee","unknown","High schools in Memphis, Tennessee"
"Memphis Jewish High School",7750970,"https://en.wikipedia.org/wiki/Memphis_Jewish_High_School","Tennessee","unknown","High schools in Memphis, Tennessee"
"Memphis Technical High School",20224903,"https://en.wikipedia.org/wiki/Memphis_Technical_High_School","Tennessee","unknown","High schools in Memphis, Tennessee"
"Memphis University School",1761998,"https://en.wikipedia.org/wiki/Memphis_University_School","Tennessee","private","Preparatory schools in Tennessee"
"Merrol Hyde Magnet School",16533775,"https://en.wikipedia.org/wiki/Merrol_Hyde_Magnet_School","Tennessee","public","Public high schools in Tennessee"
"Messick High School",30338276,"https://en.wikipedia.org/wiki/Messick_High_School","Tennessee","unknown","High schools in Memphis, Tennessee"
"Middle Tennessee Christian School",3312270,"https://en.wikipedia.org/wiki/Middle_Tennessee_Christian_School","Tennessee","private","Private K–12 schools in Tennessee"
"Middle Tennessee School of Anesthesia",37624759,"https://en.wikipedia.org/wiki/Middle_Tennessee_School_of_Anesthesia","Tennessee","unknown","Tennessee school stubs"
"Milan High School (Tennessee)",51890744,"https://en.wikipedia.org/wiki/Milan_High_School_(Tennessee)","Tennessee","public","Public high schools in Tennessee"
"Millington Central High School",17441942,"https://en.wikipedia.org/wiki/Millington_Central_High_School","Tennessee","public","Public high schools in Tennessee"
"Millington Municipal Schools",42173124,"https://en.wikipedia.org/wiki/Millington_Municipal_Schools","Tennessee","unknown","Tennessee school stubs"
"Mitchell High School (Tennessee)",15703448,"https://en.wikipedia.org/wiki/Mitchell_High_School_(Tennessee)","Tennessee","unknown","High schools in Memphis, Tennessee"
"Montessori Middle School",23576795,"https://en.wikipedia.org/wiki/Montessori_Middle_School","Tennessee","private","Private middle schools in Tennessee"
"Montgomery Central High School",28214985,"https://en.wikipedia.org/wiki/Montgomery_Central_High_School","Tennessee","public","Public high schools in Tennessee"
"Moore County High School",23947919,"https://en.wikipedia.org/wiki/Moore_County_High_School","Tennessee","public","Public high schools in Tennessee"
"Morristown-Hamblen High School East",32479572,"https://en.wikipedia.org/wiki/Morristown-Hamblen_High_School_East","Tennessee","public","Public high schools in Tennessee"
"Morristown-Hamblen High School West",32479337,"https://en.wikipedia.org/wiki/Morristown-Hamblen_High_School_West","Tennessee","public","Public high schools in Tennessee"
"Mount Juliet High School",9505142,"https://en.wikipedia.org/wiki/Mount_Juliet_High_School","Tennessee","public","Public high schools in Tennessee"
"Mountain Empire Baptist School",30360971,"https://en.wikipedia.org/wiki/Mountain_Empire_Baptist_School","Tennessee","private","Christian schools in Tennessee"
"Munford High School",5942311,"https://en.wikipedia.org/wiki/Munford_High_School","Tennessee","public","Public high schools in Tennessee"
"Murfreesboro City Schools",57521403,"https://en.wikipedia.org/wiki/Murfreesboro_City_Schools","Tennessee","unknown","Tennessee school stubs"
"Nashville Christian School",10952089,"https://en.wikipedia.org/wiki/Nashville_Christian_School","Tennessee","private","Private K–12 schools in Tennessee"
"Nashville School of the Arts",25170843,"https://en.wikipedia.org/wiki/Nashville_School_of_the_Arts","Tennessee","public","Public high schools in Tennessee"
"New Horizon Montessori School",17259264,"https://en.wikipedia.org/wiki/New_Horizon_Montessori_School","Tennessee","private","Private elementary schools in Tennessee"
"Nolensville High School",54909862,"https://en.wikipedia.org/wiki/Nolensville_High_School","Tennessee","public","Public high schools in Tennessee"
"Nolensville School",38911515,"https://en.wikipedia.org/wiki/Nolensville_School","Tennessee","unknown","School buildings on the National Register of Historic Places in Tennessee"
"North Greene High School",40664454,"https://en.wikipedia.org/wiki/North_Greene_High_School","Tennessee","public","Public high schools in Tennessee"
"North Side High School (Jackson, Tennessee)",15940396,"https://en.wikipedia.org/wiki/North_Side_High_School_(Jackson,_Tennessee)","Tennessee","public","Public high schools in Tennessee"
"Northeast Middle School (Jackson, TN)",14095169,"https://en.wikipedia.org/wiki/Northeast_Middle_School_(Jackson,_TN)","Tennessee","public","Schools in Madison County, Tennessee"
"Northside High School (Memphis, Tennessee)",41827792,"https://en.wikipedia.org/wiki/Northside_High_School_(Memphis,_Tennessee)","Tennessee","unknown","High schools in Memphis, Tennessee"
"Notre Dame High School (Chattanooga, Tennessee)",3456825,"https://en.wikipedia.org/wiki/Notre_Dame_High_School_(Chattanooga,_Tennessee)","Tennessee","private","Catholic secondary schools in Tennessee"
"Oak Ridge High School (Tennessee)",3704778,"https://en.wikipedia.org/wiki/Oak_Ridge_High_School_(Tennessee)","Tennessee","public","Public high schools in Tennessee"
"Oakland High School (Tennessee)",26276336,"https://en.wikipedia.org/wiki/Oakland_High_School_(Tennessee)","Tennessee","public","Public high schools in Tennessee"
"Obion County Central High School",61194433,"https://en.wikipedia.org/wiki/Obion_County_Central_High_School","Tennessee","public","Public high schools in Tennessee"
"Obion County Schools",61214590,"https://en.wikipedia.org/wiki/Obion_County_Schools","Tennessee","unknown","Tennessee school stubs"
"Oliver Springs High School",3526559,"https://en.wikipedia.org/wiki/Oliver_Springs_High_School","Tennessee","public","Public high schools in Tennessee"
"Ooltewah High School",37920517,"https://en.wikipedia.org/wiki/Ooltewah_High_School","Tennessee","public","Public high schools in Tennessee"
"Overton High School (Memphis, Tennessee)",5283742,"https://en.wikipedia.org/wiki/Overton_High_School_(Memphis,_Tennessee)","Tennessee","unknown","High schools in Memphis, Tennessee"
"Peabody High School (Tennessee)",38330881,"https://en.wikipedia.org/wiki/Peabody_High_School_(Tennessee)","Tennessee","public","Public high schools in Tennessee"
"Pearl-Cohn Comprehensive High School",18898908,"https://en.wikipedia.org/wiki/Pearl-Cohn_Comprehensive_High_School","Tennessee","public","Public high schools in Tennessee"
"Pigeon Forge High School",2489590,"https://en.wikipedia.org/wiki/Pigeon_Forge_High_School","Tennessee","public","Public high schools in Tennessee"
"Pinson High School",24377088,"https://en.wikipedia.org/wiki/Pinson_High_School","Tennessee","public","Public high schools in Tennessee"
"Pleasant View Christian School",2669544,"https://en.wikipedia.org/wiki/Pleasant_View_Christian_School","Tennessee","private","Private K–12 schools in Tennessee"
"Pocahontas School",41744937,"https://en.wikipedia.org/wiki/Pocahontas_School","Tennessee","unknown","School buildings on the National Register of Historic Places in Tennessee"
"Polk County High School (Tennessee)",55896855,"https://en.wikipedia.org/wiki/Polk_County_High_School_(Tennessee)","Tennessee","public","Public high schools in Tennessee"
"Pope Saint John Paul II Preparatory School",8948018,"https://en.wikipedia.org/wiki/Pope_Saint_John_Paul_II_Preparatory_School","Tennessee","private","Preparatory schools in Tennessee"
"Portland High School (Tennessee)",17205526,"https://en.wikipedia.org/wiki/Portland_High_School_(Tennessee)","Tennessee","public","Public high schools in Tennessee"
"Powell High School (Tennessee)",5161896,"https://en.wikipedia.org/wiki/Powell_High_School_(Tennessee)","Tennessee","public","Public high schools in Tennessee"
"Presbyterian Day School",23552230,"https://en.wikipedia.org/wiki/Presbyterian_Day_School","Tennessee","private","Private elementary schools in Tennessee"
"Price Public Elementary School",14723582,"https://en.wikipedia.org/wiki/Price_Public_Elementary_School","Tennessee","unknown","School buildings on the National Register of Historic Places in Tennessee"
"Raleigh-Egypt High School",3939933,"https://en.wikipedia.org/wiki/Raleigh-Egypt_High_School","Tennessee","unknown","High schools in Memphis, Tennessee"
"Ravenwood High School",5605232,"https://en.wikipedia.org/wiki/Ravenwood_High_School","Tennessee","public","Public high schools in Tennessee"
"Red Bank High School",21769166,"https://en.wikipedia.org/wiki/Red_Bank_High_School","Tennessee","public","Public high schools in Tennessee"
"Rhea County High School",16437682,"https://en.wikipedia.org/wiki/Rhea_County_High_School","Tennessee","public","Public high schools in Tennessee"
"Rhea County Schools",54470277,"https://en.wikipedia.org/wiki/Rhea_County_Schools","Tennessee","unknown","Tennessee school stubs"
"Ridgeway High School (Memphis, Tennessee)",13167177,"https://en.wikipedia.org/wiki/Ridgeway_High_School_(Memphis,_Tennessee)","Tennessee","unknown","High schools in Memphis, Tennessee"
"Riverdale High School (Murfreesboro, Tennessee)",7432742,"https://en.wikipedia.org/wiki/Riverdale_High_School_(Murfreesboro,_Tennessee)","Tennessee","public","Public high schools in Tennessee"
"Riverside High School (Chattanooga, Tennessee)",63808267,"https://en.wikipedia.org/wiki/Riverside_High_School_(Chattanooga,_Tennessee)","Tennessee","public","Public high schools in Tennessee"
"Roane County High School",30332856,"https://en.wikipedia.org/wiki/Roane_County_High_School","Tennessee","public","Public high schools in Tennessee"
"Rockvale High School",56090156,"https://en.wikipedia.org/wiki/Rockvale_High_School","Tennessee","public","Public high schools in Tennessee"
"Rossview High School",5526764,"https://en.wikipedia.org/wiki/Rossview_High_School","Tennessee","public","Public high schools in Tennessee"
"Rule High School (Knoxville)",21086816,"https://en.wikipedia.org/wiki/Rule_High_School_(Knoxville)","Tennessee","unknown","Defunct schools in Tennessee"
"Rutherford County Schools (Tennessee)",26392154,"https://en.wikipedia.org/wiki/Rutherford_County_Schools_(Tennessee)","Tennessee","unknown","Tennessee school stubs"
"Rutherford County Virtual School",67880703,"https://en.wikipedia.org/wiki/Rutherford_County_Virtual_School","Tennessee","public","Public high schools in Tennessee"
"Sacred Heart of Jesus High School",23641632,"https://en.wikipedia.org/wiki/Sacred_Heart_of_Jesus_High_School","Tennessee","private","Catholic secondary schools in Tennessee"
"Saint Benedict at Auburndale High School",5694581,"https://en.wikipedia.org/wiki/Saint_Benedict_at_Auburndale_High_School","Tennessee","private","Catholic secondary schools in Tennessee"
"Sam Houston Schoolhouse",19630687,"https://en.wikipedia.org/wiki/Sam_Houston_Schoolhouse","Tennessee","unknown","School buildings on the National Register of Historic Places in Tennessee"
"Science Hill High School",6908228,"https://en.wikipedia.org/wiki/Science_Hill_High_School","Tennessee","public","Public high schools in Tennessee"
"Sequatchie County High School",20187262,"https://en.wikipedia.org/wiki/Sequatchie_County_High_School","Tennessee","public","Public high schools in Tennessee"
"Sequatchie County School Board",43263482,"https://en.wikipedia.org/wiki/Sequatchie_County_School_Board","Tennessee","unknown","Tennessee school stubs"
"Sequoyah High School (Tennessee)",26816923,"https://en.wikipedia.org/wiki/Sequoyah_High_School_(Tennessee)","Tennessee","public","Public high schools in Tennessee"
"Sevier County High School",40749415,"https://en.wikipedia.org/wiki/Sevier_County_High_School","Tennessee","public","Public high schools in Tennessee"
"Sewanee Elementary School",41737845,"https://en.wikipedia.org/wiki/Sewanee_Elementary_School","Tennessee","public","Public elementary schools in Tennessee"
"Siegel High School",24994622,"https://en.wikipedia.org/wiki/Siegel_High_School","Tennessee","public","Public high schools in Tennessee"
"Signal Mountain Middle High School",10711867,"https://en.wikipedia.org/wiki/Signal_Mountain_Middle_High_School","Tennessee","public","Public high schools in Tennessee"
"Smyrna High School (Tennessee)",6889232,"https://en.wikipedia.org/wiki/Smyrna_High_School_(Tennessee)","Tennessee","public","Public high schools in Tennessee"
"Soddy Daisy High School",7129844,"https://en.wikipedia.org/wiki/Soddy_Daisy_High_School","Tennessee","public","Public high schools in Tennessee"
"Soulsville Charter School",42521380,"https://en.wikipedia.org/wiki/Soulsville_Charter_School","Tennessee","public","Public high schools in Tennessee"
"South Gibson County High School",51896301,"https://en.wikipedia.org/wiki/South_Gibson_County_High_School","Tennessee","public","Public high schools in Tennessee"
"South Greene High School",38777463,"https://en.wikipedia.org/wiki/South_Greene_High_School","Tennessee","public","Public high schools in Tennessee"
"South Haven Christian School",8677757,"https://en.wikipedia.org/wiki/South_Haven_Christian_School","Tennessee","private","Private K–12 schools in Tennessee"
"South Pittsburg High School",39089063,"https://en.wikipedia.org/wiki/South_Pittsburg_High_School","Tennessee","public","Public high schools in Tennessee"
"South Side High School (Jackson, Tennessee)",24377144,"https://en.wikipedia.org/wiki/South_Side_High_School_(Jackson,_Tennessee)","Tennessee","public","Public high schools in Tennessee"
"South Side High School (Memphis, Tennessee)",5309772,"https://en.wikipedia.org/wiki/South_Side_High_School_(Memphis,_Tennessee)","Tennessee","unknown","High schools in Memphis, Tennessee"
"South-Doyle High School",18656482,"https://en.wikipedia.org/wiki/South-Doyle_High_School","Tennessee","public","Public high schools in Tennessee"
"Southwind High School",39568636,"https://en.wikipedia.org/wiki/Southwind_High_School","Tennessee","public","Public high schools in Tennessee"
"Spring Hill High School (Tennessee)",61313105,"https://en.wikipedia.org/wiki/Spring_Hill_High_School_(Tennessee)","Tennessee","public","Public high schools in Tennessee"
"Springfield High School (Tennessee)",15386431,"https://en.wikipedia.org/wiki/Springfield_High_School_(Tennessee)","Tennessee","public","Public high schools in Tennessee"
"St. Agnes Academy-St. Dominic School",11244391,"https://en.wikipedia.org/wiki/St._Agnes_Academy-St._Dominic_School","Tennessee","private","Private K–12 schools in Tennessee"
"St. Andrew's-Sewanee School",3664229,"https://en.wikipedia.org/wiki/St._Andrew%27s-Sewanee_School","Tennessee","private","Preparatory schools in Tennessee"
"St. George's Independent School",4338665,"https://en.wikipedia.org/wiki/St._George%27s_Independent_School","Tennessee","private","Preparatory schools in Tennessee"
"St. Mary's Episcopal School",36219093,"https://en.wikipedia.org/wiki/St._Mary%27s_Episcopal_School","Tennessee","unknown","Girls' schools in Tennessee"
"Stanton Masonic Lodge and School",27779189,"https://en.wikipedia.org/wiki/Stanton_Masonic_Lodge_and_School","Tennessee","unknown","School buildings on the National Register of Historic Places in Tennessee"
"Stanton School",63839485,"https://en.wikipedia.org/wiki/Stanton_School","Tennessee","unknown","Schools in Tennessee"
"Station Camp High School",12725718,"https://en.wikipedia.org/wiki/Station_Camp_High_School","Tennessee","public","Public high schools in Tennessee"
"Stewarts Creek High School",41523503,"https://en.wikipedia.org/wiki/Stewarts_Creek_High_School","Tennessee","public","Schools in Rutherford County, Tennessee"
"Stone Memorial High School",44118672,"https://en.wikipedia.org/wiki/Stone_Memorial_High_School","Tennessee","public","Public high schools in Tennessee"
"Stratford High School (Tennessee)",39988810,"https://en.wikipedia.org/wiki/Stratford_High_School_(Tennessee)","Tennessee","public","Public high schools in Tennessee"
"Sullivan Central High School",9567477,"https://en.wikipedia.org/wiki/Sullivan_Central_High_School","Tennessee","public","Public high schools in Tennessee"
"Sullivan East High School",24234275,"https://en.wikipedia.org/wiki/Sullivan_East_High_School","Tennessee","public","Public high schools in Tennessee"
"Sullivan North High School",42733140,"https://en.wikipedia.org/wiki/Sullivan_North_High_School","Tennessee","public","Public high schools in Tennessee"
"Sullivan South High School",4972870,"https://en.wikipedia.org/wiki/Sullivan_South_High_School","Tennessee","public","Public high schools in Tennessee"
"Sumner County Schools",62814543,"https://en.wikipedia.org/wiki/Sumner_County_Schools","Tennessee","unknown","Tennessee school stubs"
"Sweetwater City Schools",41589101,"https://en.wikipedia.org/wiki/Sweetwater_City_Schools","Tennessee","unknown","Tennessee school stubs"
"Sweetwater High School (Sweetwater, Tennessee)",40069409,"https://en.wikipedia.org/wiki/Sweetwater_High_School_(Sweetwater,_Tennessee)","Tennessee","public","Public high schools in Tennessee"
"Sycamore High School (Tennessee)",80067969,"https://en.wikipedia.org/wiki/Sycamore_High_School_(Tennessee)","Tennessee","public","Public high schools in Tennessee"
"Tennessee Association of Christian Schools",14186042,"https://en.wikipedia.org/wiki/Tennessee_Association_of_Christian_Schools","Tennessee","private","Christian schools in Tennessee"
